===== WPFI OUTPUT =====
dataset = D:\Phan-mem-huong-doi-tuong-main\src\data\chess.txt
input   = D:\Phan-mem-huong-doi-tuong-main\src\input.txt
MSUP=3  T=0.15  useExactTail=false
transactions=500
----------------------------------------------
Itemset	k	mu	pTail	avgW	score
{37, 66}	2	2.960309	0.567859	0.357153	0.202813
{39, 40}	2	28.431908	1.000000	0.202405	0.202404
{14, 5}	2	71.806032	1.000000	0.201612	0.201612
{20, 52}	2	37.728133	1.000000	0.201087	0.201086
{37, 72}	2	2.192263	0.375211	0.535798	0.201037
{13, 70}	2	42.733134	1.000000	0.200537	0.200536
{27, 29}	2	86.786208	1.000000	0.199522	0.199522
{54, 70}	2	69.628590	1.000000	0.199356	0.199356
{40, 44}	2	115.668157	1.000000	0.199232	0.199232
{50, 70}	2	53.569588	1.000000	0.198981	0.198981
{34, 8}	2	2.301843	0.404450	0.486435	0.196739
{40, 5}	2	116.507811	1.000000	0.196457	0.196457
{19, 52}	2	84.568008	1.000000	0.194697	0.194697
{31, 63}	2	2.237108	0.387219	0.500516	0.193809
{39, 52}	2	34.550905	1.000000	0.193798	0.193797
{20, 70}	2	29.263557	1.000000	0.193614	0.193614
{14, 46}	2	55.561924	1.000000	0.193596	0.193596
{37, 38}	2	2.249660	0.390570	0.493715	0.192830
{48, 63}	2	1.993987	0.321696	0.598782	0.192626
{16, 62}	2	55.965582	1.000000	0.191416	0.191416
{43, 44}	2	4.098562	0.775986	0.246098	0.190968
{44, 52}	2	122.224840	1.000000	0.190625	0.190625
{63, 68}	2	2.397960	0.429758	0.440338	0.189239
{8, 9}	2	2.580240	0.476598	0.395882	0.188677
{40, 46}	2	91.521143	1.000000	0.188441	0.188441
{5, 52}	2	121.955036	1.000000	0.187850	0.187850
{1, 11}	2	90.446651	1.000000	0.187750	0.187750
{51, 63}	2	2.364902	0.421095	0.445347	0.187533
{19, 70}	2	55.766077	1.000000	0.187225	0.187225
{39, 70}	2	11.004124	0.998793	0.186325	0.186100
{11, 56}	2	81.055780	1.000000	0.185095	0.185095
{16, 27}	2	38.820694	1.000000	0.184547	0.184547
{1, 29}	2	124.184495	1.000000	0.183981	0.183981
{44, 70}	2	87.327059	1.000000	0.183152	0.183152
{29, 56}	2	113.428474	1.000000	0.181326	0.181326
{19, 49}	2	2.340871	0.414770	0.436913	0.181218
{5, 70}	2	80.463768	1.000000	0.180378	0.180378
{46, 52}	2	101.885530	1.000000	0.179834	0.179834
{43, 70}	2	3.093274	0.597379	0.299457	0.178889
{29, 43}	2	4.618044	0.839271	0.211183	0.177240
{25, 49}	2	1.846687	0.281911	0.627082	0.176781
{4, 62}	2	16.162234	0.999986	0.176549	0.176546
{63, 9}	2	2.169549	0.369110	0.478176	0.176500
{15, 63}	2	2.199892	0.377257	0.465626	0.175661
{46, 49}	2	2.343084	0.415353	0.422050	0.175300
{11, 14}	2	46.006601	1.000000	0.173241	0.173241
{63, 7}	2	1.887358	0.292868	0.589872	0.172754
{37, 42}	2	2.180163	0.371963	0.463657	0.172463
{46, 70}	2	63.014341	1.000000	0.172362	0.172362
{63, 74}	2	2.489944	0.453605	0.379709	0.172238
{29, 33}	2	2.637791	0.491016	0.349160	0.171443
{37}	1	4.542763	0.831175	0.206004	0.171225
{27, 4}	2	12.232137	0.999571	0.169679	0.169607
{14, 29}	2	66.623799	1.000000	0.169472	0.169472
{1, 16}	2	52.842820	1.000000	0.169006	0.169006
{11, 40}	2	82.370351	1.000000	0.168086	0.168086
{16, 56}	2	48.238292	1.000000	0.166351	0.166351
{40, 63}	2	3.030449	0.583597	0.283220	0.165286
{13}	1	105.955189	1.000000	0.164562	0.164562
{29, 40}	2	110.615701	1.000000	0.164317	0.164317
{36, 8}	2	2.148201	0.363367	0.451338	0.164001
{11, 43}	2	3.991745	0.760685	0.214952	0.163511
{21, 63}	2	2.321568	0.409673	0.398963	0.163444
{13, 54}	2	39.639441	1.000000	0.163382	0.163381
{13, 50}	2	25.516924	1.000000	0.163007	0.163006
{33, 50}	2	2.309388	0.406449	0.399903	0.162540
{54}	1	205.792034	1.000000	0.162201	0.162201
{50, 54}	2	65.455106	1.000000	0.161826	0.161826
{50}	1	154.258078	1.000000	0.161451	0.161451
{11, 52}	2	81.634524	1.000000	0.159479	0.159479
{21, 37}	2	2.468944	0.448196	0.353080	0.158249
{13, 20}	2	20.479357	1.000000	0.157640	0.157639
{17, 37}	2	1.796222	0.268368	0.586453	0.157385
{37, 74}	2	2.552732	0.469640	0.333826	0.156778
{20, 54}	2	28.723593	1.000000	0.156459	0.156459
{3, 49}	2	1.833009	0.278233	0.561571	0.156248
{20, 50}	2	25.067940	1.000000	0.156084	0.156084
{29, 52}	2	126.714577	1.000000	0.155710	0.155710
{60, 63}	2	2.117548	0.355105	0.437330	0.155298
{14, 16}	2	36.384808	1.000000	0.154497	0.154497
{1, 4}	2	19.747928	0.999999	0.154138	0.154138
{15, 37}	2	2.155811	0.365415	0.419744	0.153381
{49, 56}	2	1.891974	0.294113	0.519288	0.152730
{39, 47}	2	1.978156	0.317411	0.480241	0.152434
{37, 7}	2	1.840269	0.280185	0.543990	0.152417
{11, 70}	2	56.475841	1.000000	0.152007	0.152007
{37, 60}	2	2.236945	0.387175	0.391448	0.151559
{3, 37}	2	2.718476	0.510891	0.296629	0.151545
{19, 43}	2	3.131558	0.605630	0.250170	0.151510
{4, 56}	2	15.309604	0.999970	0.151484	0.151479
{13, 19}	2	38.154079	1.000000	0.151250	0.151250
{20}	1	80.393387	1.000000	0.150717	0.150717
{13, 39}	2	16.492486	0.999989	0.150351	0.150349
{19, 54}	2	69.266982	1.000000	0.150070	0.150070
----------------------------------------------
TOTAL_WPFI=1526
