===== WPFI OUTPUT =====
dataset = D:\Phan-mem-huong-doi-tuong-main\src\data\mushrooms.txt
input   = D:\Phan-mem-huong-doi-tuong-main\src\input.txt
MSUP=2  T=0.1  useExactTail=false
transactions=100
----------------------------------------------
Itemset	k	mu	pTail	avgW	score
{12, 36, 39}	3	4.177949	0.920622	0.307430	0.283027
{22, 25, 94}	3	2.664475	0.744821	0.379895	0.282954
{120, 23, 79}	3	12.130432	0.999929	0.282780	0.282760
{36, 57, 79}	3	12.605076	0.999954	0.282759	0.282746
{22, 5, 71}	3	3.163416	0.823966	0.343007	0.282626
{104, 67, 79}	3	12.659442	0.999957	0.282303	0.282291
{26, 39, 79}	3	6.591476	0.989584	0.285216	0.282245
{12, 120, 57}	3	5.158230	0.964579	0.292596	0.282232
{1, 50, 67}	3	3.435460	0.857131	0.329242	0.282203
{1, 22, 5}	3	3.353766	0.847825	0.332646	0.282026
{108, 50, 71}	3	2.035384	0.603487	0.466775	0.281693
{1, 25, 56}	3	5.168542	0.964883	0.291885	0.281635
{44, 6, 94}	3	1.770947	0.528463	0.532614	0.281467
{120, 44, 56}	3	4.924167	0.956939	0.293802	0.281150
{25, 44, 94}	3	2.835312	0.774866	0.362817	0.281135
{120, 53, 57}	3	4.649991	0.945977	0.297161	0.281107
{21, 44, 57}	3	1.614264	0.479664	0.585728	0.280953
{108, 39, 44}	3	1.590807	0.472094	0.594911	0.280854
{44, 5, 56}	3	2.635151	0.739330	0.379622	0.280666
{21, 50, 79}	3	2.765001	0.762895	0.367797	0.280590
{120, 39, 50}	3	4.022413	0.910050	0.308242	0.280516
{107, 90}	2	1.176740	0.328950	0.852640	0.280476
{26, 79, 9}	3	3.699027	0.883710	0.317343	0.280440
{25, 44, 88}	3	3.151886	0.822418	0.340740	0.280231
{22, 67, 9}	3	1.816252	0.541981	0.516943	0.280173
{56, 79}	2	26.018564	1.000000	0.280060	0.280060
{25, 36, 39}	3	5.374595	0.970468	0.288516	0.279995
{104, 25, 67}	3	5.984835	0.982422	0.284816	0.279809
{128, 21, 44}	3	2.329467	0.675884	0.413881	0.279736
{5, 53, 90}	3	2.077339	0.614523	0.454960	0.279583
{12, 25, 88}	3	4.461280	0.936935	0.298336	0.279522
{12, 128, 57}	3	5.798354	0.979384	0.285403	0.279519
{26, 57, 79}	3	6.737758	0.990828	0.281972	0.279386
{50, 67, 9}	3	1.999081	0.593745	0.469864	0.278980
{5, 50, 88}	3	2.296591	0.668359	0.417322	0.278921
{22, 56, 79}	3	5.318114	0.969029	0.287603	0.278695
{41}	1	1.836828	0.548031	0.508302	0.278565
{120, 5, 71}	3	5.595608	0.975503	0.285375	0.278384
{1, 44}	2	7.460661	0.995133	0.279727	0.278366
{104, 108, 44}	3	1.976568	0.587615	0.473307	0.278122
{12, 23, 79}	3	6.625372	0.989887	0.280930	0.278089
{21, 53, 79}	3	2.817920	0.771955	0.359959	0.277872
{41, 88, 90}	3	1.394127	0.406138	0.683751	0.277697
{44, 57, 9}	3	1.739528	0.518930	0.535024	0.277640
{23, 53, 79}	3	5.442017	0.972101	0.285495	0.277530
{128, 23, 53}	3	4.164534	0.919759	0.301577	0.277378
{104, 23, 50}	3	2.772340	0.764170	0.362901	0.277318
{128, 5, 71}	3	7.833110	0.996499	0.278182	0.277208
{104, 53, 56}	3	4.096286	0.915227	0.302255	0.276632
{12, 128, 39}	3	4.945210	0.957685	0.288646	0.276432
{104, 50, 67}	3	3.599252	0.874237	0.316132	0.276375
{1, 113, 12}	3	2.528130	0.718427	0.384517	0.276247
{104, 56, 79}	3	11.699879	0.999895	0.276263	0.276234
{120, 50, 57}	3	3.957973	0.905294	0.304999	0.276113
{36, 5}	2	10.896862	0.999780	0.275908	0.275847
{128, 23, 79}	3	12.911899	0.999966	0.275586	0.275577
{108, 12, 6}	3	1.730375	0.516129	0.533644	0.275429
{1, 44, 71}	3	4.155838	0.919194	0.299511	0.275309
{22, 36, 6}	3	2.934365	0.790832	0.348047	0.275247
{25, 79, 88}	3	7.138201	0.993537	0.276909	0.275120
{25, 5, 67}	3	3.354605	0.847923	0.324344	0.275019
{22, 25, 57}	3	3.206473	0.829641	0.331314	0.274872
{26, 5, 97}	3	2.096942	0.619598	0.443627	0.274870
{1, 26, 6}	3	2.911248	0.787198	0.349030	0.274756
{108, 12, 71}	3	2.039593	0.604605	0.454373	0.274716
{1, 36, 5}	3	4.965885	0.958407	0.286604	0.274684
{12, 5, 56}	3	3.090672	0.813991	0.337218	0.274492
{120, 39, 79}	3	12.412668	0.999945	0.274413	0.274398
{42, 5, 53}	3	1.847323	0.551095	0.497364	0.274095
{50, 71, 9}	3	2.294580	0.667894	0.410132	0.273925
{1, 12, 6}	3	3.092587	0.814260	0.336378	0.273899
{104, 12, 6}	3	3.347081	0.847040	0.323269	0.273821
{128, 36, 6}	3	5.172402	0.964997	0.283222	0.273308
{21, 44, 67}	3	1.666724	0.496350	0.550569	0.273275
{26, 36, 9}	3	2.841313	0.775863	0.352209	0.273266
{26, 39, 6}	3	2.011432	0.597080	0.457525	0.273179
{50, 9, 97}	3	1.643901	0.489133	0.557581	0.272731
{113, 22, 79}	3	2.716764	0.754366	0.361321	0.272568
{12, 53, 97}	3	2.885622	0.783104	0.347869	0.272418
{1, 26, 9}	3	2.349045	0.680299	0.400021	0.272134
{107, 88}	2	1.226234	0.346833	0.784427	0.272065
{104, 22, 6}	3	2.485208	0.709654	0.382750	0.271620
{1, 21, 44}	3	1.895534	0.564981	0.480476	0.271460
{1, 108, 12}	3	2.064601	0.611197	0.444012	0.271379
{128, 53, 57}	3	4.437052	0.935676	0.289967	0.271315
{104, 50, 9}	3	2.446920	0.701635	0.386662	0.271296
{26, 42, 50}	3	2.140102	0.630589	0.430184	0.271270
{120, 57, 79}	3	12.571816	0.999953	0.271170	0.271157
{104, 44, 71}	3	4.645891	0.945794	0.286402	0.270877
{120, 36, 67}	3	11.922218	0.999914	0.270877	0.270854
{108, 120, 25}	3	2.638277	0.739920	0.365697	0.270586
{1, 36, 71}	3	11.881342	0.999911	0.270547	0.270523
{108, 6, 9}	3	1.284732	0.367758	0.735517	0.270492
{53, 71, 9}	3	2.312194	0.671948	0.402294	0.270321
{128, 23, 25}	3	5.436849	0.971979	0.278099	0.270306
{50, 57, 6}	3	2.004180	0.595124	0.454032	0.270205
{104, 113, 50}	3	2.454574	0.703253	0.383810	0.269916
{36, 44, 56}	3	3.691705	0.883038	0.305391	0.269672
{12, 25, 97}	3	3.213233	0.830517	0.324391	0.269412
{128, 5, 9}	3	2.258505	0.659465	0.408443	0.269354
{120, 21, 44}	3	2.174702	0.639220	0.421075	0.269160
{120, 25, 39}	3	5.422619	0.971641	0.276926	0.269073
{23, 26, 5}	3	2.294055	0.667773	0.402679	0.268898
{22, 44, 57}	3	2.368352	0.684605	0.392632	0.268798
{104}	1	48.444933	1.000000	0.268670	0.268670
{25, 5, 97}	3	2.226499	0.651843	0.412060	0.268599
{120, 25, 57}	3	5.896820	0.981046	0.273682	0.268495
{120, 23, 25}	3	4.536222	0.940686	0.285292	0.268371
{25, 56, 9}	3	2.099948	0.620372	0.432508	0.268316
{22, 6, 79}	3	3.429924	0.856517	0.313181	0.268245
{12, 44, 97}	3	2.417620	0.695375	0.385709	0.268212
{22, 56, 9}	3	1.757896	0.524519	0.510903	0.267978
{108, 12, 23}	3	1.607929	0.477627	0.560874	0.267888
{104, 25, 56}	3	5.031643	0.960625	0.278776	0.267799
{22, 23, 9}	3	1.599794	0.475003	0.563712	0.267765
{25, 6, 71}	3	3.101684	0.815533	0.327825	0.267352
{128, 39, 79}	3	12.811473	0.999962	0.267220	0.267210
{104, 39, 53}	3	2.809782	0.770582	0.346697	0.267159
{128, 44, 56}	3	4.368432	0.931976	0.286608	0.267112
{113, 26, 79}	3	3.360608	0.848625	0.314492	0.266886
{128, 21, 50}	3	2.413244	0.694431	0.383879	0.266578
{128, 44, 67}	3	4.005578	0.908830	0.292648	0.265967
{104, 113, 25}	3	2.717359	0.754472	0.352494	0.265947
{23, 36, 50}	3	3.062883	0.810049	0.328198	0.265857
{104, 22, 5}	3	3.219730	0.831355	0.319537	0.265649
{26, 36, 56}	3	5.124081	0.963551	0.275640	0.265593
{39, 50, 79}	3	4.360165	0.931517	0.284966	0.265451
{26, 36, 67}	3	4.568226	0.942222	0.281680	0.265405
{128, 53, 88}	3	3.275655	0.838414	0.316471	0.265333
{113, 22, 36}	3	2.300027	0.669152	0.396187	0.265109
{21, 26, 6}	3	1.648190	0.490494	0.540356	0.265041
{26, 44, 94}	3	2.311600	0.671812	0.394384	0.264952
{120, 36, 56}	3	11.227330	0.999837	0.264837	0.264794
{12, 39, 79}	3	5.403418	0.971177	0.272564	0.264708
{128, 25, 57}	3	7.076368	0.993177	0.266489	0.264670
{21, 50, 6}	3	1.646591	0.489987	0.540106	0.264645
{36, 6, 79}	3	6.705390	0.990566	0.267139	0.264619
{113, 44, 79}	3	2.795277	0.768116	0.344243	0.264419
{108, 12, 21}	3	1.421925	0.415713	0.635338	0.264118
{128, 25, 39}	3	5.786654	0.979177	0.269732	0.264116
{104, 36, 5}	3	5.188606	0.965469	0.273495	0.264051
{113, 12, 128}	3	3.211692	0.830318	0.317922	0.263976
{128, 57, 79}	3	14.071163	0.999988	0.263976	0.263973
{128, 36, 67}	3	13.021282	0.999969	0.263683	0.263675
{12, 57, 79}	3	5.776506	0.978996	0.269320	0.263663
{53, 57, 79}	3	5.092780	0.962585	0.273885	0.263637
{104, 21, 50}	3	2.028270	0.601592	0.437365	0.263115
{108, 26, 6}	3	1.620181	0.481563	0.546296	0.263076
{12, 23, 25}	3	4.300924	0.928141	0.283443	0.263075
{50, 57, 79}	3	4.387044	0.932999	0.281722	0.262847
{21, 44, 71}	3	1.794254	0.535451	0.490837	0.262819
{22, 44, 97}	3	1.986374	0.590293	0.445190	0.262793
{22, 53, 97}	3	2.197423	0.644801	0.407351	0.262660
{5, 9, 94}	3	1.426876	0.417410	0.628871	0.262497
{53, 67, 9}	3	1.899547	0.566122	0.462026	0.261563
{113, 21, 6}	3	1.262029	0.359667	0.726726	0.261379
{22, 25, 39}	3	2.870876	0.780718	0.334558	0.261195
{21, 44, 56}	3	1.613709	0.479486	0.544529	0.261094
{50, 6, 97}	3	1.727916	0.515374	0.506590	0.261083
{26, 5}	2	4.743085	0.949968	0.274727	0.260982
{23, 50, 79}	3	3.761259	0.889280	0.293332	0.260854
{12, 23, 53}	3	3.368500	0.849543	0.306921	0.260743
{21, 53, 6}	3	1.644922	0.489457	0.532268	0.260522
{113, 25, 36}	3	3.131993	0.819718	0.317791	0.260499
{44, 67, 79}	3	4.539971	0.940868	0.276565	0.260211
{120, 128, 6}	3	4.931716	0.957208	0.271632	0.260009
{104, 26, 6}	3	2.825984	0.773309	0.335921	0.259771
{12, 22, 56}	3	3.292244	0.840456	0.309029	0.259726
{104, 44}	2	8.761607	0.998471	0.260063	0.259665
{1, 128, 5}	3	5.331157	0.969367	0.267821	0.259617
{5, 71, 79}	3	6.661434	0.990199	0.262099	0.259530
{12, 53, 57}	3	3.644216	0.878591	0.295311	0.259458
{113, 128, 25}	3	3.532030	0.867459	0.299008	0.259377
{25, 5, 56}	3	3.096581	0.814820	0.318304	0.259360
{1, 120, 71}	3	11.365406	0.999857	0.258957	0.258920
{12, 53, 88}	3	3.021592	0.804054	0.321815	0.258756
{1, 21, 50}	3	1.926699	0.573790	0.450475	0.258478
{120, 5}	2	10.408345	0.999656	0.258523	0.258434
{120, 26, 56}	3	5.748483	0.978488	0.264050	0.258370
{44, 56, 79}	3	4.868943	0.954918	0.270525	0.258329
{22, 9, 97}	3	1.455363	0.427125	0.604660	0.258265
{120, 21, 25}	3	2.522295	0.717247	0.359757	0.258034
{1, 113, 26}	3	2.217085	0.649575	0.397170	0.257992
{22, 39, 50}	3	2.461423	0.704694	0.365874	0.257829
{128, 36, 56}	3	11.717035	0.999896	0.257643	0.257617
{1, 25, 9}	3	2.435352	0.699177	0.368455	0.257615
{104, 36, 71}	3	11.598750	0.999884	0.257437	0.257408
{108, 12, 128}	3	2.356599	0.681989	0.377417	0.257394
{1, 120, 5}	3	4.441780	0.935923	0.275015	0.257393
{39, 53, 9}	3	1.723862	0.514129	0.500429	0.257285
{108, 53, 97}	3	1.446911	0.424252	0.606386	0.257260
{120, 39, 53}	3	3.409064	0.854183	0.300405	0.256600
{36, 53, 67}	3	4.442153	0.935943	0.273592	0.256066
{128, 26, 67}	3	5.516831	0.973812	0.262896	0.256012
{120, 23, 50}	3	3.048972	0.808048	0.316609	0.255835
{1, 26, 71}	3	4.682072	0.947385	0.269760	0.255566
{36, 53, 56}	3	4.859078	0.954547	0.267552	0.255391
{23, 25, 79}	3	5.470263	0.972759	0.262016	0.254879
{113, 23, 50}	3	1.664120	0.495530	0.513781	0.254594
{104, 44, 5}	3	3.300355	0.841446	0.302460	0.254503
{12, 36, 67}	3	4.625194	0.944863	0.269027	0.254194
{12, 5}	2	6.978068	0.992564	0.255749	0.253847
{12, 5, 67}	3	2.634672	0.739239	0.343258	0.253750
{21, 36, 50}	3	2.136846	0.629769	0.402663	0.253584
{1, 25, 6}	3	2.982569	0.798233	0.317464	0.253410
{44, 9, 97}	3	1.467188	0.431133	0.587582	0.253326
{128, 26, 56}	3	6.210803	0.985523	0.256856	0.253138
{120, 26, 67}	3	4.437350	0.935691	0.270090	0.252721
{104, 120, 5}	3	5.167064	0.964840	0.261905	0.252697
{108, 44, 79}	3	2.121469	0.625875	0.403738	0.252690
{113, 23, 53}	3	1.675120	0.498988	0.505943	0.252460
{1, 53, 71}	3	5.153603	0.964441	0.261672	0.252367
{120, 128, 67}	3	12.841874	0.999963	0.252094	0.252084
{22, 42, 50}	3	1.770775	0.528411	0.477013	0.252059
{50, 6, 88}	3	1.756460	0.524084	0.480535	0.251840
{36, 71}	2	24.839902	1.000000	0.251821	0.251821
{108, 53, 57}	3	1.537331	0.454590	0.553828	0.251765
{55, 90}	2	1.245887	0.353891	0.711298	0.251722
{104, 128, 5}	3	6.451166	0.988237	0.254712	0.251715
{1, 128, 71}	3	10.522018	0.999690	0.251763	0.251685
{44}	1	16.729836	0.999999	0.251456	0.251456
{120, 6, 79}	3	6.027183	0.983048	0.255550	0.251218
{12, 53, 94}	3	2.587146	0.730123	0.343892	0.251083
{26, 71}	2	11.199581	0.999833	0.250641	0.250599
{25, 6, 9}	3	1.832813	0.546855	0.458086	0.250507
{108, 21, 50}	3	1.338008	0.386582	0.647740	0.250405
{104, 53, 6}	3	2.766101	0.763087	0.327833	0.250165
{113, 53, 67}	3	1.824245	0.544338	0.459175	0.249946
{36, 50, 56}	3	3.982859	0.907158	0.275390	0.249822
{22, 44}	2	3.907740	0.901424	0.277072	0.249759
{50, 71}	2	8.199727	0.997473	0.250266	0.249633
{26, 39, 50}	3	2.881306	0.782408	0.319045	0.249623
{26, 5, 56}	3	2.502086	0.713130	0.349870	0.249503
{128, 50, 67}	3	4.741042	0.949883	0.262646	0.249483
{12, 36, 56}	3	4.698556	0.948095	0.262987	0.249337
{120, 22, 6}	3	2.643083	0.740825	0.336458	0.249256
{113, 36, 44}	3	2.248863	0.657183	0.379109	0.249144
{113, 12, 67}	3	1.834507	0.547351	0.454610	0.248831
{128, 39, 53}	3	3.360079	0.848564	0.293211	0.248808
{44, 56, 6}	3	1.884286	0.561769	0.442835	0.248771
{44, 5, 71}	3	2.764793	0.762859	0.325930	0.248638
{25, 36, 67}	3	7.129474	0.993487	0.250113	0.248484
{128, 50, 56}	3	5.290815	0.968309	0.256606	0.248474
{12, 5, 71}	3	3.617883	0.876059	0.283526	0.248385
{120, 44, 9}	3	2.304980	0.670292	0.370371	0.248257
{104, 26, 71}	3	5.217435	0.966294	0.256650	0.248000
{1, 104, 44}	3	3.857875	0.897437	0.276041	0.247730
{128, 5}	2	13.800604	0.999985	0.247733	0.247729
{22, 36, 71}	3	4.191726	0.921500	0.268777	0.247678
{12, 36, 6}	3	3.443585	0.858028	0.288566	0.247598
{36, 67, 79}	3	13.623672	0.999982	0.247601	0.247596
{113, 12, 120}	3	2.748886	0.760075	0.325116	0.247112
{128, 25, 9}	3	3.123537	0.818559	0.301860	0.247090
{1, 104, 36}	3	11.800856	0.999904	0.247077	0.247053
{39, 5, 50}	3	2.125516	0.626903	0.394062	0.247039
{25, 39, 79}	3	5.509727	0.973654	0.253650	0.246967
{22, 23, 44}	3	2.063209	0.610833	0.404242	0.246924
{25, 57, 79}	3	6.242034	0.985908	0.250406	0.246877
{108, 25, 6}	3	1.614111	0.479615	0.514730	0.246872
{1, 50, 6}	3	2.475681	0.707675	0.348780	0.246823
{113, 120, 26}	3	2.589765	0.730632	0.337768	0.246784
{53, 88, 9}	3	1.587720	0.471093	0.523688	0.246706
{120, 128, 56}	3	11.643901	0.999889	0.246054	0.246026
{39, 53, 79}	3	3.737471	0.887181	0.277128	0.245863
{104, 120, 71}	3	11.325129	0.999851	0.245848	0.245811
{55}	1	1.438556	0.421404	0.582907	0.245639
{128, 6, 79}	3	6.508458	0.988807	0.248356	0.245576
{120, 22, 71}	3	4.854809	0.954386	0.257187	0.245456
{26, 44, 88}	3	2.257012	0.659112	0.372306	0.245392
{12, 6, 67}	3	2.034895	0.603357	0.406471	0.245247
{26, 36, 6}	3	3.090993	0.814037	0.301218	0.245203
{113, 26, 36}	3	2.441631	0.700513	0.349358	0.244730
{113, 5, 9}	3	1.370103	0.397803	0.612809	0.243777
{26, 42, 53}	3	1.938588	0.577117	0.422347	0.243743
{1, 108, 53}	3	1.820201	0.543147	0.448577	0.243643
{23, 25, 44}	3	2.678818	0.747470	0.325847	0.243561
{120, 53, 56}	3	4.771714	0.951137	0.255962	0.243455
{1, 12, 71}	3	4.652833	0.946103	0.257107	0.243250
{36, 53, 6}	3	3.206748	0.829677	0.293131	0.243204
{22, 23, 25}	3	2.481686	0.708924	0.342924	0.243107
{26, 67, 79}	3	6.093538	0.983987	0.246814	0.242861
{113, 128, 44}	3	2.316649	0.672967	0.360326	0.242488
{12, 120, 67}	3	4.546800	0.941198	0.257438	0.242300
{23, 25, 6}	3	1.870709	0.557869	0.434325	0.242297
{36, 50, 67}	3	3.464203	0.860280	0.281430	0.242108
{26, 50, 97}	3	2.249000	0.657215	0.368359	0.242091
{108, 120, 50}	3	2.056542	0.609082	0.397013	0.241814
{26, 6, 79}	3	3.987813	0.907525	0.266352	0.241721
{36, 56, 79}	3	12.381238	0.999944	0.241561	0.241547
{22, 44, 56}	3	2.379062	0.686972	0.351433	0.241425
{1, 5, 79}	3	4.941110	0.957541	0.251738	0.241050
{120, 21, 53}	3	2.130037	0.628049	0.383235	0.240690
{113, 128, 50}	3	2.577279	0.728197	0.330324	0.240541
{1, 120, 22}	3	5.494727	0.973317	0.246826	0.240240
{120, 25, 9}	3	2.849313	0.777186	0.309053	0.240192
{120, 26, 6}	3	3.198539	0.828608	0.289629	0.239989
{5, 50}	2	3.603370	0.874642	0.274352	0.239960
{25, 44, 57}	3	2.767529	0.763335	0.314237	0.239868
{44, 5, 67}	3	2.104600	0.621567	0.385662	0.239714
{12, 120, 56}	3	4.810639	0.952686	0.251398	0.239503
{104, 12, 71}	3	5.836278	0.980040	0.243998	0.239128
{12, 128, 67}	3	4.871360	0.955008	0.250244	0.238985
{104, 128, 71}	3	11.581798	0.999883	0.238654	0.238626
{53, 71}	2	9.772598	0.999386	0.238509	0.238363
{26, 56, 79}	3	6.541655	0.989124	0.240774	0.238155
{128, 53, 67}	3	4.404534	0.933947	0.254809	0.237978
{113, 39, 53}	3	1.608801	0.477907	0.497577	0.237796
{1, 22, 36}	3	4.152251	0.918960	0.258416	0.237474
{113, 21, 25}	3	1.453113	0.426361	0.556929	0.237453
{26, 5, 71}	3	3.000830	0.800976	0.296178	0.237231
{128, 22, 71}	3	4.712948	0.948708	0.249993	0.237171
{113, 44, 5}	3	1.750554	0.522290	0.453340	0.236775
{25, 5, 71}	3	3.822452	0.894513	0.264612	0.236699
{22, 50, 97}	3	1.913078	0.569956	0.415188	0.236639
{25, 36, 56}	3	5.283712	0.968119	0.244073	0.236292
{1, 36}	2	23.147063	1.000000	0.236280	0.236280
{120, 67, 79}	3	12.855606	0.999964	0.236011	0.236002
{22, 26, 56}	3	2.601808	0.732964	0.321682	0.235781
{1, 71, 79}	3	12.962640	0.999967	0.235681	0.235673
{22, 71, 9}	3	1.727982	0.515394	0.457211	0.235644
{21, 42, 44}	3	1.197715	0.336547	0.700111	0.235620
{120, 53, 67}	3	3.879267	0.899165	0.262002	0.235583
{1, 25, 71}	3	6.488272	0.988609	0.238193	0.235480
{1, 104, 120}	3	12.282275	0.999938	0.235487	0.235473
{120, 5, 9}	3	1.899307	0.566054	0.415637	0.235273
{12, 128, 56}	3	5.104219	0.962941	0.244204	0.235154
{108, 53, 90}	3	1.306969	0.375644	0.625807	0.235081
{1, 26}	2	9.312388	0.999069	0.235100	0.234881
{26, 50, 88}	3	2.375316	0.686146	0.342305	0.234871
{1, 113, 50}	3	1.991241	0.591618	0.396920	0.234825
{104, 21, 53}	3	1.829553	0.545898	0.429528	0.234478
{120, 71}	2	23.536385	1.000000	0.234437	0.234436
{5, 53, 57}	3	2.062430	0.610628	0.382981	0.233859
{25, 42, 53}	3	2.016336	0.598398	0.390780	0.233842
{120, 25, 67}	3	5.765265	0.978794	0.238524	0.233465
{128, 21, 53}	3	2.100563	0.620530	0.376042	0.233345
{22, 36}	2	8.468773	0.998012	0.233625	0.233161
{25, 36, 9}	3	2.571773	0.727117	0.320643	0.233145
{1, 50}	2	6.986270	0.992617	0.234725	0.232991
{50, 67, 79}	3	4.589297	0.943213	0.246564	0.232562
{113, 50, 94}	3	1.439194	0.421621	0.550752	0.232209
{104, 50, 71}	3	3.953595	0.904962	0.256400	0.232033
{25, 53, 90}	3	2.284857	0.665639	0.348376	0.231893
{36, 44, 71}	3	4.183788	0.920996	0.251699	0.231814
{113, 26, 9}	3	1.466745	0.430983	0.537792	0.231779
{1, 128, 22}	3	5.242043	0.966983	0.239633	0.231721
{50, 56, 79}	3	5.108475	0.963072	0.240524	0.231642
{12, 71}	2	11.575826	0.999882	0.231662	0.231635
{104, 12, 5}	3	3.756927	0.888900	0.260056	0.231164
{1, 104, 26}	3	4.486058	0.938200	0.246290	0.231069
{113, 25, 5}	3	1.980674	0.588738	0.392022	0.230798
{113, 128, 53}	3	2.511662	0.715087	0.322487	0.230606
{120, 50, 56}	3	3.586245	0.872951	0.263800	0.230285
{113, 12, 79}	3	2.761414	0.762270	0.301839	0.230083
{108, 53, 67}	3	1.503958	0.443498	0.518670	0.230029
{120, 56, 79}	3	12.694185	0.999958	0.229971	0.229961
{22, 26, 67}	3	2.446279	0.701500	0.327722	0.229897
{23, 44, 9}	3	1.435898	0.420496	0.546634	0.229858
{22, 71, 79}	3	5.988075	0.982470	0.233911	0.229810
{128, 25, 67}	3	7.050980	0.993023	0.231330	0.229716
{104, 5, 79}	3	5.093359	0.962603	0.238629	0.229705
{1, 113, 9}	3	1.352524	0.391668	0.586391	0.229671
{12, 25, 57}	3	3.328630	0.844852	0.271833	0.229658
{22, 39, 44}	3	1.949171	0.580062	0.395876	0.229632
{120, 21, 50}	3	1.973986	0.586907	0.391073	0.229524
{50, 6, 94}	3	1.543064	0.456483	0.502612	0.229434
{1, 50, 71}	3	3.375825	0.850391	0.269510	0.229189
{120, 22, 9}	3	1.989669	0.591191	0.387449	0.229056
{3}	1	2.215515	0.649196	0.352818	0.229048
{128, 67, 79}	3	14.855980	0.999994	0.228817	0.228816
{1, 104, 12}	3	5.775357	0.978975	0.233637	0.228725
{1, 104, 53}	3	5.013494	0.960024	0.238202	0.228680
{12, 44, 56}	3	2.886009	0.783167	0.291952	0.228647
{128, 53, 56}	3	4.150357	0.918837	0.248769	0.228578
{12, 44, 57}	3	2.375082	0.686094	0.333151	0.228573
{1, 104, 128}	3	11.998607	0.999920	0.228293	0.228275
{25, 79, 9}	3	2.974452	0.797003	0.285777	0.227765
{22, 26}	2	5.795944	0.979341	0.232445	0.227642
{128, 22, 5}	3	3.417251	0.855103	0.266051	0.227501
{113, 12, 22}	3	2.000507	0.594131	0.382747	0.227402
{50, 56, 6}	3	1.845017	0.550423	0.412833	0.227233
{108, 53, 79}	3	2.092046	0.618335	0.365899	0.226248
{53, 67, 79}	3	4.687332	0.947613	0.238726	0.226220
{36, 5, 9}	3	1.773505	0.529233	0.427227	0.226103
{5, 53}	2	3.464567	0.860319	0.262596	0.225916
{42, 5, 50}	3	1.514476	0.447008	0.505202	0.225829
{55, 88}	2	1.238143	0.351113	0.643085	0.225795
{12, 67, 79}	3	5.141785	0.964087	0.234161	0.225752
{25, 5}	2	7.004262	0.992732	0.227378	0.225725
{22, 50, 88}	3	1.948285	0.579815	0.389134	0.225626
{38, 90}	2	1.263345	0.360137	0.626460	0.225611
{26, 53, 90}	3	1.998209	0.593509	0.379943	0.225499
{120, 44, 71}	3	4.491596	0.938479	0.240110	0.225338
{128, 50, 9}	3	2.319696	0.673662	0.333176	0.224448
{104, 53, 71}	3	3.927020	0.902926	0.248563	0.224434
{26, 53, 97}	3	2.107863	0.622403	0.360522	0.224390
{104, 120, 22}	3	4.995734	0.959428	0.233717	0.224235
{113, 120, 53}	3	2.343007	0.678943	0.329680	0.223834
{128, 71}	2	24.883182	1.000000	0.223646	0.223646
{5, 79}	2	12.354172	0.999942	0.223609	0.223596
{108, 53, 71}	3	1.637444	0.487079	0.458938	0.223539
{5, 50, 57}	3	1.919995	0.571906	0.390819	0.223512
{120, 50, 67}	3	3.186682	0.827054	0.269840	0.223172
{1, 53}	2	9.815506	0.999409	0.222968	0.222836
{128, 56, 79}	3	13.551757	0.999981	0.222777	0.222773
{104, 71, 79}	3	12.771639	0.999961	0.222571	0.222563
{1, 53, 9}	3	1.905642	0.567852	0.391934	0.222560
{12, 56, 79}	3	5.439212	0.972035	0.228121	0.221742
{104, 25, 71}	3	6.026391	0.983037	0.225084	0.221266
{22, 25, 56}	3	2.761672	0.762315	0.290115	0.221159
{107, 88, 90}	3	1.030116	0.275318	0.802847	0.221039
{12, 6, 71}	3	2.164977	0.636811	0.346739	0.220807
{104, 6, 9}	3	1.435545	0.420375	0.525142	0.220757
{108, 39, 53}	3	1.365502	0.396200	0.557072	0.220712
{120, 25, 56}	3	4.728409	0.949358	0.232484	0.220710
{108, 44, 9}	3	1.237559	0.350903	0.627039	0.220030
{108, 44, 71}	3	1.501698	0.442743	0.496777	0.219944
{1, 22, 79}	3	6.038102	0.983207	0.223550	0.219796
{128, 25, 56}	3	5.476636	0.972906	0.225290	0.219186
{108, 21, 44}	3	1.161351	0.323361	0.677742	0.219155
{22, 53, 88}	3	1.929754	0.574647	0.381296	0.219111
{128, 26, 6}	3	2.840076	0.775658	0.282435	0.219073
{1, 120}	2	22.708380	1.000000	0.218896	0.218895
{104, 128, 22}	3	5.104337	0.962944	0.226523	0.218129
{26, 50, 57}	3	2.394307	0.690317	0.315801	0.218003
{128, 44, 71}	3	4.420587	0.934806	0.232916	0.217731
{104, 22, 36}	3	3.730321	0.886543	0.245307	0.217475
{53, 6, 79}	3	3.297297	0.841073	0.258265	0.217219
{12, 6, 79}	3	3.417395	0.855119	0.253700	0.216944
{113, 120, 50}	3	2.187195	0.642298	0.337518	0.216787
{104, 36}	2	23.762145	1.000000	0.216616	0.216616
{120, 22}	2	10.706988	0.999738	0.216241	0.216184
{1, 12}	2	10.566122	0.999702	0.216121	0.216057
{26, 36, 71}	3	5.475051	0.972869	0.221948	0.215926
{113, 53, 71}	3	1.808019	0.539545	0.399443	0.215517
{12, 22, 67}	3	2.363647	0.683560	0.315069	0.215369
{104, 26}	2	10.267693	0.999609	0.215436	0.215351
